booking_id,booking_date,travel_date,customer_id,cust_segment,tour_type,channel,payment_method,destination,pax,base_price_vnd,discount_rate,booking_status,revenue_vnd,satisfaction,is_returning
B02474,2023-07-17,2023-08-24,C0852,Young Professional,City Break,Website,E-wallet,Đà Nẵng,1,2769000.0,0.08879027354116613,Completed,2523000.0,3.9,False
B02475,2023-07-17,2023-07-23,C0710,Student,Beach,Website,Bank Transfer,Nha Trang,3,4391000.0,0.1150787017284137,Cancelled,0.0,,True
B02476,2023-07-17,2023-09-03,C0839,Family,City Break,Website,Cash,Nha Trang,1,2559000.0,0.109792390793668,Completed,2278000.0,4.5,True
B02477,2023-07-18,2023-10-06,C0347,Family,Cultural,Website,Bank Transfer,Hạ Long,3,2705000.0,0.11082514341449057,Completed,7216000.0,3.5,True
B02478,2023-07-19,2023-09-29,C0853,Young Professional,Cultural,Agent,Card,Sa Pa,1,2513000.0,0.07266996724870077,Completed,2330000.0,4.4,False
B02479,2023-07-19,2023-08-26,C0568,Family,Beach,Mobile App,Card,Phú Quốc,4,4148000.0,0.12594116134537675,Cancelled,0.0,,True
B02480,2023-07-20,2023-10-13,C0854,Corporate,Beach,Website,Card,Hạ Long,1,4016000.0,0.1687179356121139,Completed,3338000.0,3.8,False
B02481,2023-07-20,2023-09-04,C0825,Corporate,Adventure,Website,Bank Transfer,Hội An,2,4828000.0,0.08776309148354831,Completed,8809000.0,4.5,True
B02482,2023-07-21,2023-09-01,C0201,Family,Adventure,Agent,Card,Đà Nẵng,4,5338000.0,0.06644112621369572,Completed,19933000.0,4.7,True
B02483,2023-07-22,2023-10-15,C0479,Young Professional,Foodie,Agent,Bank Transfer,Unknown,2,3076000.0,0.05962777823316308,Completed,5785000.0,4.1,True
B02484,2023-07-22,2023-07-28,C0855,Family,Adventure,Mobile App,Card,Nha Trang,1,5081000.0,0.11270036325415955,Completed,4508000.0,4.2,False
B02485,2023-07-23,2023-09-26,C0620,Family,City Break,Website,Card,Nha Trang,2,2592000.0,0.148473244412773,Completed,4414000.0,3.9,True
B02486,2023-07-24,2023-09-25,C0470,Family,Adventure,Website,Card,Nha Trang,3,5081000.0,0.10549585597000909,Completed,13635000.0,4.1,True
B02487,2023-07-25,2023-09-14,C0302,Student,Family,Website,Card,Phú Quốc,1,3154000.0,8.7%,Completed,2880000.0,4.2,True
B02488,2023-07-26,2023-08-12,C0250,Young Professional,Adventure,Mobile App,Card,TP.HCM,1,5506000.0,0.08332379726807827,Completed,5047000.0,4.8,True
B02489,2023-07-26,2023-09-24,C0558,Student,Family,Agent,Card,Hội An,3,2631000.0,0.08562817813809194,Cancelled,0.0,,True
B02490,2023-07-27,2023-09-26,C0856,Student,Family,Mobile App,Cash,TP.HCM,1,3285000.0,0.07096938517567784,Completed,3052000.0,3.8,False
B02491,2023-07-27,2023-09-25,C0857,Student,Cultural,Call Center,Cash,Đà Nẵng,1,2654000.0,0.07853020931024678,Completed,2446000.0,3.9,False
B02492,2023-07-27,2023-10-08,C0654,Student,Family,Website,Card,Hội An,5,2713000.0,0.07291167439481522,Completed,12576000.0,3.5,True
B02493,2023-07-27,2023-08-19,C0858,Family,Cultural,Website,Cash,Phú Quốc,3,2851000.0,0.10312992202477136,Completed,7671000.0,4.3,False
B02494,2023-07-27,2023-09-04,C0826,Family,Beach,Website,Cash,Phú Quốc,1,3620000.0,0.10458507044735421,Completed,3241000.0,3.6,True
B02495,2023-07-28,2023-08-24,C0859,Student,City Break,Website,E-wallet,Đà Lạt,1,2457000.0,0.15107048814509702,Completed,2086000.0,5.0,False
B02496,2023-07-28,2023-09-20,C0860,,Adventure,Website,Card,Nha Trang,3,4976000.0,0.09925687315468588,Completed,13446000.0,4.1,False
B02497,2023-07-28,2023-09-15,C0426,Family,Family,Mobile App,Card,,2,3075000.0,0.06645173834792631,cancelled ,5741000.0,4.3,True
B02498,2023-07-28,2023-08-30,C0861,Young Professional,Adventure,Mobile App,Cash,Hạ Long,2,6193000.0,0.10924846309889505,Completed,11033000.0,3.4,False
B02499,2023-07-29,2023-09-23,C0686,Family,Cultural,Agent,Card,Hà Nội,2,2623000.0,0.09942963788383803,completed,4724000.0,4.1,True
B02500,2023-07-29,2023-09-18,C0862,Young Professional,Cultural,Website,Bank Transfer,Phú Quốc,2,2571000.0,0.10604448851893065,Completed,4597000.0,3.3,False
B02501,2023-07-29,2023-09-07,C0863,Student,Family,Mobile App,Card,Hội An,1,2721000.0,0.051277417808923524,Completed,2581000.0,4.6,False
B02502,2023-07-29,2023-08-26,C0864,Family,Adventure,,Card,Hà Nội,1,4896000.0,16.3%,Completed,4099000.0,3.4,False
B02503,2023-07-29,2023-10-04,C0826,Family,Adventure,Call Center,Bank Transfer,Nha Trang,3,4729000.0,0.1447467041586913,Completed,12133000.0,4.3,True
B02504,2023-07-30,2023-09-16,C0307,Student,City Break,Mobile App,Bank Transfer,Đà Lạt,2,2383000.0,0.0566411784244083,Completed,4496000.0,3.7,True
B02505,2023-07-30,2023-09-14,C0757,Young Professional,Family,Website,Bank Transfer,Hà Nội,2,3071000.0,0.06331441003807804,Completed,5753000.0,3.8,True
B02506,2023-07-30,2023-09-26,C0466,Student,Cultural,Website,Card,Phú Quốc,2,2543000.0,0.059513373578398844,Completed,4783000.0,3.8,True
B02507,2023-07-30,2023-09-01,C0015,Family,Family,Mobile App,Cash,,2,3150000.0,0.04971589403343625,Completed,5987000.0,4.4,True
B02508,2023-07-31,2023-09-19,C0693,Corporate,Foodie,Website,Card,Phú Quốc,1,2552000.0,0.036214820993086566,Completed,2460000.0,3.9,True
B02509,2023-07-31,2023-09-16,C0490,Student,Family,Website,Card,Đà Lạt,1,2729000.0,0.07096121339931516,Completed,2535000.0,3.6,True
B02510,2023-07-31,2023-10-13,C0865,Student,City Break,Mobile App,Card,Huế,1,1906000.0,0.12376460043366791,Completed,1670000.0,4.2,False
B02511,2023-08-01,2023-08-28,C0866,Family,Family,Website,Card,Đà Lạt,1,3377000.0,0.04574740538514309,Completed,3223000.0,3.9,False
B02512,2023-08-03,2023-10-21,C0174,Young Professional,Beach,Website,Card,Nha Trang,1,4101000.0,0.07672476210763131,Completed,3786000.0,4.4,True
B02513,2023-08-03,2023-09-11,C0242,Young Professional,Adventure,Mobile App,Card,Hội An,1,4834000.0,0.11580921364245844,Completed,4274000.0,4.6,True
B02514,2023-08-05,2023-10-05,C0198,Corporate,Beach,Agent,Card,Nha Trang,1,4222000.0,0.15280592458323855,Completed,3577000.0,4.2,True
B02515,2023-08-06,2023-10-09,C0556,Corporate,Cultural,Agent,Card,,1,2449000.0,0.02876094281268024,Completed,2379000.0,4.6,True
B02516,2023-08-06,2023-08-06,C0867,Young Professional,Family,Mobile App,Bank Transfer,Huế,1,3460000.0,0.040609226156576035,Completed,3319000.0,4.1,False
B02517,2023-08-06,2023-10-02,C0868,Student,Foodie,Website,Card,Phú Quốc,3,2599000.0,0.10486417724929384,Cancelled,0.0,,False
B02518,2023-08-06,2023-10-27,C0869,Family,Family,,Bank Transfer,Unknown,4,2853000.0,0.12273437492786193,Completed,10011000.0,4.9,False
B02519,2023-08-07,2023-10-31,C0870,Student,City Break,Mobile App,Bank Transfer,Nha Trang,2,2345000.0,0.0781813383485227,Completed,4323000.0,3.2,False
B02520,2023-08-08,2023-09-16,C0243,Corporate,Beach,Website,Card,Hội An,1,4112000.0,0.01675664787944056,Completed,4043000.0,4.2,True
B02521,2023-08-10,2023-09-18,C0388,Corporate,City Break,Website,Cash,Phú Quốc,1,2215000.0,0.048559396492462735,Cancelled,0.0,,True
B02522,2023-08-10,2023-09-06,C0871,Family,Cultural,Website,Card,Hội An,3,2611000.0,0.11190051232549433,Cancelled,0.0,,False
B02523,2023-08-11,2023-09-29,C0452,Family,Beach,Website,E-wallet,Đà Nẵng,2,4100000.0,0.04941847362011201,Completed,7795000.0,4.6,True
B02524,2023-08-11,2023-09-13,C0872,,Beach,Website,Card,Hội An,1,3980000.0,0.14886721031189115,Completed,3388000.0,4.4,False
B02525,2023-08-11,2023-09-22,C0873,Corporate,City Break,Agent,Cash,Hà Nội,1,2359000.0,0.09301805328049792,Completed,2140000.0,4.5,False
B02526,2023-08-11,2023-09-20,C0874,Corporate,Adventure,Website,Card,Hội An,2,4731000.0,0.1084328958048132,Completed,8436000.0,4.9,False
B02527,2023-08-12,2023-11-07,C0722,Student,Family,Website,Bank Transfer,Hà Nội,1,3124000.0,0.09551920997346706,Completed,2826000.0,3.9,True
B02528,2023-08-13,2023-09-26,C0875,Young Professional,Family,Website,Bank Transfer,Hạ Long,2,3544000.0,0.1171286784635458,Completed,6258000.0,4.1,False
B02529,2023-08-13,2023-10-03,C0131,Family,Cultural,Mobile App,Bank Transfer,Phú Quốc,2,2491000.0,0.06541333169715224,Completed,4656000.0,5.0,True
B02530,2023-08-13,2023-10-28,C0121,Family,Beach,Website,Card,Đà Nẵng,3,4365000.0,0.15319154165468735,Completed,11089000.0,4.3,True
B02531,2023-08-14,2023-11-29,C0876,Corporate,Beach,Website,E-wallet,Sa Pa,1,3769000.0,0.15255955302616492,Completed,3194000.0,4.2,False
B02532,2023-08-15,2023-08-30,C0877,Young Professional,City Break,Agent,Card,Đà Lạt,1,2424000.0,0.08403558712998543,Cancelled,0.0,,False
B02533,2023-08-15,2023-10-04,C0768,Young Professional,Adventure,Agent,Card,Hạ Long,4,5355000.0,0.05394770976919014,Completed,20264000.0,4.3,True
B02534,2023-08-16,2023-10-29,C0798,Family,Cultural,Website,Bank Transfer,Hà Nội,1,2856000.0,0.15350081100946913,Completed,2418000.0,4.2,True
B02535,2023-08-16,2023-10-12,C0469,Corporate,Cultural,Mobile App,Card,Phú Quốc,1,2521000.0,0.05492271217474183,Completed,2383000.0,3.4,True
B02536,2023-08-17,2023-10-15,C0749,Family,Cultural,Website,Bank Transfer,Đà Nẵng,2,2652000.0,0.10705783260339836,Completed,4736000.0,4.9,True
B02537,2023-08-17,2023-09-12,C0878,Corporate,Beach,Website,Card,Hà Nội,1,4189000.0,0.14794855985119776,Completed,3569000.0,4.1,False
B02538,2023-08-17,2023-10-12,C0879,Corporate,Cultural,Website,Card,Đà Lạt,2,2490000.0,0.11039585019831377,Completed,4430000.0,3.6,False
B02539,2023-08-17,2023-10-20,C0880,Family,Beach,Mobile App,Cash,Hạ Long,1,4105000.0,0.009755375842027902,Completed,4065000.0,4.2,False
B02540,2023-08-17,2023-09-28,C0881,Young Professional,Adventure,Website,,Hà Nội,2,4643000.0,0.05162907279464263,Completed,8807000.0,3.9,False
B02541,2023-08-17,2023-09-27,C0835,Corporate,Beach,Mobile App,Card,Hội An,1,4038000.0,0.1017511667353619,Completed,3627000.0,4.7,True
B02542,2023-08-17,2023-10-11,C0882,Student,City Break,Agent,Bank Transfer,Đà Nẵng,1,2396000.0,0.07407231534403255,Completed,2219000.0,3.9,False
B02543,2023-08-18,2023-10-16,C0719,Young Professional,Family,Mobile App,Card,Nha Trang,3,3670000.0,0.1706132730970827,Completed,9132000.0,5.0,True
B02544,2023-08-18,2023-10-04,C0172,Corporate,Beach,Agent,Bank Transfer,Phú Quốc,1,4048000.0,0.12873801808042018,Completed,3527000.0,4.1,True
B02545,2023-08-18,2023-10-04,C0883,Student,Beach,Website,Bank Transfer,Hạ Long,1,4013000.0,0.1055059702977265,Completed,3590000.0,3.5,False
B02546,2023-08-18,2023-10-14,C0665,Corporate,Beach,Website,Card,Đà Lạt,2,3015000.0,0.13768105213567458,Completed,5200000.0,4.0,True
B02547,2023-08-19,2023-09-30,C0686,Young Professional,City Break,Website,Card,Nha Trang,3,2486000.0,0.06069416494360256,Completed,7005000.0,4.1,True
B02548,2023-08-19,2023-09-20,C0506,Young Professional,Cultural,Mobile App,E-wallet,TP.HCM,1,2359000.0,0.06490666112417776,Completed,2206000.0,5.0,True
B02549,2023-08-20,2023-10-21,C0884,Family,Adventure,Mobile App,Card,Đà Nẵng,3,5485000.0,0.1239957602792306,Completed,14415000.0,4.6,False
B02550,2023-08-20,2023-11-08,C0885,Young Professional,Beach,Website,Card,Đà Nẵng,3,4570000.0,0.15732887071063403,Completed,11553000.0,4.1,False
B02551,2023-08-20,2023-11-20,C0886,,Family,Mobile App,Card,,3,2953000.0,0.14018062664916142,Cancelled,0.0,,False
B02552,2023-08-20,2023-09-28,C0009,Young Professional,Cultural,Website,Cash,Sa Pa,1,2265000.0,0.1559430671003879,Completed,1912000.0,4.6,True
B02553,2023-08-20,2023-09-24,C0001,Student,Family,Website,Cash,Đà Lạt,1,3093000.0,0.13095240644613865,Completed,2688000.0,4.0,True
B02554,2023-08-20,2023-10-19,C0251,Young Professional,Foodie,Website,Bank Transfer,tp.hcm,2,2396000.0,0.10843746909995072,Completed,4272000.0,4.0,True
B02555,2023-08-21,2023-10-09,C0478,,City Break,Website,Bank Transfer,TP.HCM,1,2616000.0,0.09338624061258499,Cancelled,0.0,,True
B02556,2023-08-21,2023-10-27,C0520,Student,Beach,,Card,,1,4541000.0,0.06266998277109677,Completed,4256000.0,4.5,True
B02557,2023-08-22,2023-10-15,C0101,Young Professional,Foodie,Mobile App,Cash,Huế,1,2475000.0,0.0843735838523026,Cancelled,0.0,,True
B02558,2023-08-22,2023-10-30,C0887,Family,Beach,Website,E-wallet,Phú Quốc,2,4130000.0,0.07949595861192658,Completed,7603000.0,4.4,False
B02559,2023-08-22,2023-10-31,C0224,Family,Beach,Mobile App,Bank Transfer,Huế,1,3340000.0,0.03919609418190512,Completed,3209000.0,4.6,True
B02560,2023-08-22,2023-11-21,C0888,Family,Cultural,Agent,E-wallet,Sa Pa,1,2260000.0,0.10754095600606559,Completed,2017000.0,4.2,False
B02561,2023-08-23,2023-09-14,C0889,Young Professional,Cultural,Agent,Card,Unknown,1,2721000.0,0.09377989646421563,Completed,2466000.0,4.5,False
B02562,2023-08-23,2023-10-31,C0890,Family,Family,Agent,Card,Đà Nẵng,3,3496000.0,0.10424309321180836,Completed,9395000.0,3.8,False
B02563,2023-08-23,2023-10-30,C0415,Family,City Break,Website,Bank Transfer,Hạ Long,4,2627000.0,0.14486039281909485,Completed,8986000.0,4.2,True
B02564,2023-08-24,2023-10-01,C0269,Young Professional,Foodie,Website,Bank Transfer,Phú Quốc,4,2647000.0,0.17373681921190814,Completed,8748000.0,4.3,True
B02565,2023-08-25,2023-09-25,C0033,Family,Cultural,Call Center,Card,Hội An,3,2715000.0,0.03834667997520062,Completed,7833000.0,4.2,True
B02566,2023-08-25,2023-10-22,C0090,Corporate,Cultural,Mobile App,Card,Nha Trang,2,3259000.0,0.10059773454430346,Completed,5862000.0,4.2,True
B02567,2023-08-25,2023-12-03,C0891,Young Professional,City Break,,Bank Transfer,Hạ Long,3,2457000.0,0.12979361153793323,Completed,6414000.0,4.0,False
B02568,2023-08-26,2023-10-06,C0380,Family,Adventure,Agent,Card,Nha Trang,3,4708000.0,0.09090543732795736,Completed,12840000.0,4.2,True
B02569,2023-08-26,2023-11-19,C0892,Young Professional,Family,Website,Card,Đà Lạt,3,2863000.0,0.09731303818652376,Completed,7753000.0,3.8,False
B02570,2023-08-26,2023-11-11,C0893,,Adventure,Mobile App,Bank Transfer,Đà Nẵng,1,5463000.0,11.5%,Completed,4835000.0,3.3,False
B02571,2023-08-26,2023-10-30,C0894,Young Professional,Cultural,Website,Card,Hạ Long,2,2402000.0,0.034437458607415344,Completed,4639000.0,4.5,False
B02572,2023-08-27,2023-10-15,C0895,Student,Cultural,Agent,Cash,Nha Trang,4,2973000.0,0.1155642706160363,Completed,10518000.0,4.3,False
B02573,2023-08-27,2023-09-30,C0281,Young Professional,Cultural,Agent,Cash,Đà Lạt,3,2584000.0,5.5%,Completed,7329000.0,3.8,True
B02574,2023-08-27,2023-10-22,C0896,Young Professional,Foodie,Agent,Card,Sa Pa,2,2551000.0,0.06732722789982995,Cancelled,0.0,,False
B02575,2023-08-28,2023-09-19,C0897,Young Professional,Beach,Website,Card,TP.HCM,1,3393000.0,0.14523341464406336,Completed,2900000.0,3.5,False
B02576,2023-08-28,2023-09-15,C0898,Family,Adventure,Agent,E-wallet,Sa Pa,1,4907000.0,0.13636791463589334,Completed,4238000.0,3.4,False
B02577,2023-08-28,2023-10-04,C0399,Family,Cultural,Agent,Bank Transfer,Nha Trang,4,3335000.0,0.13471839538004282,Completed,11543000.0,3.7,True
B02578,2023-08-28,2023-09-09,C0860,Student,Foodie,Website,Card,Phú Quốc,2,2626000.0,0.11205503923695978,Completed,4663000.0,4.0,True
B02579,2023-08-29,2023-10-16,C0207,Student,Family,Website,Bank Transfer,Đà Nẵng,1,3535000.0,0.18269395841338337,Completed,2889000.0,3.6,True
B02580,2023-08-29,2023-09-24,C0640,Student,Family,Mobile App,Card,Đà Lạt,1,3042000.0,0.14169813358513209,Completed,2611000.0,4.5,True
B02581,2023-08-30,2023-10-19,C0002,,City Break,Agent,Card,Unknown,4,2229000.0,0.07348550947622914,Completed,8261000.0,4.3,True
B02582,2023-08-30,2023-09-25,C0847,Corporate,City Break,Website,Card,Đà Nẵng,4,2393000.0,0.1194268783851751,Completed,8429000.0,4.2,True
B02583,2023-08-30,2023-09-29,C0113,Family,City Break,Agent,Bank Transfer,Đà Nẵng,2,2495000.0,0.14790666737628516,Completed,4252000.0,4.0,True
B02584,2023-08-30,2023-11-05,C0124,Young Professional,Beach,Website,Card,TP.HCM,2,3482000.0,0.07481361310472597,Completed,6443000.0,4.4,True
B02585,2023-08-31,2023-10-14,C0722,Young Professional,Adventure,Website,E-wallet,Hà Nội,4,4334000.0,0.11433043454731631,Completed,15354000.0,4.2,True
B02586,2023-09-02,2023-10-12,C0899,Young Professional,Adventure,Agent,Card,Huế,1,4736000.0,0.10071985462148333,Completed,4259000.0,3.0,False
B02587,2023-09-03,2023-09-26,C0900,Family,Cultural,Website,Cash,Nha Trang,1,2806000.0,0.1441116764055974,Completed,2402000.0,3.3,False
B02588,2023-09-03,2023-10-17,C0901,Young Professional,Beach,Website,Cash,Phú Quốc,1,3723000.0,0.11448385624088715,Completed,3297000.0,4.4,False
B02589,2023-09-03,2023-11-10,C0902,Student,Foodie,Mobile App,Card,Hội An,1,1990000.0,0.05334662117609101,Completed,1884000.0,4.0,False
B02590,2023-09-04,2023-10-24,C0559,Young Professional,Cultural,Website,Card,Nha Trang,3,3443000.0,0.1835489030416806,Completed,8433000.0,3.6,True
B02591,2023-09-04,2023-10-25,C0304,Family,City Break,,Card,Đà Nẵng,3,2589000.0,0.08287143502328662,Completed,7123000.0,5.0,True
B02592,2023-09-05,2023-11-13,C0373,Corporate,Family,Agent,Card,Hội An,4,2529000.0,0.12190821215567384,canceled,8883000.0,5.0,True
B02593,2023-09-06,2023-10-13,C0683,Family,Cultural,Agent,Card,Hà Nội,1,2499000.0,0.10537140966556431,Completed,2236000.0,4.5,True
B02594,2023-09-08,2023-11-02,C0392,Student,Family,Agent,Cash,TP.HCM,1,3250000.0,0.1490899745618588,Completed,2765000.0,3.7,True
B02595,2023-09-08,2023-11-20,C0535,Young Professional,Beach,Mobile App,Card,Sa Pa,1,3833000.0,5.8%,Completed,3610000.0,4.1,True
B02596,2023-09-08,2023-11-01,C0903,Family,Family,Mobile App,Card,Nha Trang,2,3533000.0,0.11202774105964862,Completed,6274000.0,3.8,False
B02597,2023-09-08,2023-10-03,C0583,,Adventure,Agent,Cash,Đà Lạt,1,4566000.0,0.11369091108700552,Completed,4047000.0,4.4,True
B02598,2023-09-08,2023-10-26,C0244,Family,Beach,Website,Cash,Hội An,1,4112000.0,0.10753047760542894,Completed,3670000.0,4.1,True
B02599,2023-09-10,2023-09-18,C0032,Young Professional,Beach,Website,Card,Hội An,3,4472000.0,0.0896767963327381,Cancelled,0.0,,True
B02600,2023-09-10,2023-11-06,C0904,Young Professional,Cultural,Agent,Card,TP.HCM,2,2211000.0,0.12979601533830215,Completed,3848000.0,3.5,False
B02601,2023-09-10,2023-11-03,C0905,Student,Foodie,Mobile App,Cash,Phú Quốc,2,2399000.0,0.0859783211222129,Completed,4385000.0,4.6,False
B02602,2023-09-11,2023-10-15,C0233,Student,Family,Mobile App,Bank Transfer,Hội An,3,2521000.0,0.07727293777813021,Completed,6979000.0,5.0,True
B02603,2023-09-12,2023-10-18,C0906,Family,Adventure,Call Center,Bank Transfer,Hà Nội,1,4708000.0,0.09513267414826973,Completed,4260000.0,4.4,False
B02604,2023-09-12,2023-12-14,C0319,Young Professional,Cultural,Mobile App,Cash,Đà Nẵng,1,2858000.0,0.09126130192477612,Completed,2597000.0,3.2,True
B02605,2023-09-13,2023-11-07,C0112,Young Professional,Beach,Website,Bank Transfer,Đà Lạt,1,3177000.0,0.10691860904692513,Completed,2837000.0,3.6,True
B02606,2023-09-13,2023-11-04,C0672,Corporate,City Break,Website,Card,Phú Quốc,4,2133000.0,0.03295410267742725,Completed,8251000.0,4.2,True
B02607,2023-09-13,2023-10-18,C0123,Family,Family,Agent,,Sa Pa,4,2990000.0,0.011157189221395913,Completed,11827000.0,5.0,True
B02608,2023-09-14,2023-11-17,C0819,Family,Cultural,Agent,Bank Transfer,Nha Trang,1,3248000.0,0.17542832116107976,Completed,2678000.0,4.3,True
B02609,2023-09-14,2023-10-28,C0131,,Beach,Website,Bank Transfer,Đà Lạt,3,3172000.0,17.1%,Completed,7892000.0,4.2,True
B02610,2023-09-15,2023-10-31,C0795,Family,Foodie,Website,Bank Transfer,Đà Lạt,4,2390000.0,0.002085489039037991,Completed,9540000.0,4.3,True
B02611,2023-09-15,2023-11-02,C0226,Student,Beach,Website,Bank Transfer,Nha Trang,3,4174000.0,16.4%,Completed,10469000.0,5.0,True
B02612,2023-09-15,2023-11-13,C0797,Corporate,Cultural,Mobile App,Bank Transfer,Hội An,3,2629000.0,0.06650366368189892,Completed,7362000.0,3.9,True
B02613,2023-09-15,2023-10-11,C0502,Student,Beach,Mobile App,Bank Transfer,Đà Nẵng,1,4320000.0,0.03252904230243174,Completed,4179000.0,4.4,True
B02614,2023-09-16,2023-11-27,C0729,Corporate,Family,Agent,E-wallet,TP.HCM,2,3112000.0,0.08623695325109945,Completed,5687000.0,4.5,True
B02615,2023-09-16,2023-11-08,C0845,Young Professional,Family,Mobile App,Card,Đà Nẵng,4,3413000.0,0.07458527073223414,Completed,12634000.0,4.2,True
B02616,2023-09-16,2023-12-09,C0531,Family,City Break,Website,Cash,Sa Pa,2,2362000.0,0.12874440676252724,Completed,4116000.0,4.6,True
B02617,2023-09-16,2023-11-14,C0195,Student,Cultural,Agent,Bank Transfer,Đà Nẵng,1,2722000.0,0.0,Completed,2722000.0,4.6,True
B02618,2023-09-17,2023-11-09,C0267,Family,City Break,Agent,Card,Đà Nẵng,1,2546000.0,0.1720366682498155,Completed,2108000.0,3.9,True
B02619,2023-09-18,2023-11-21,C0907,Corporate,City Break,Mobile App,Cash,Huế,2,1956000.0,0.06654493827732566,Cancelled,0.0,,False
B02620,2023-09-18,2023-11-05,C0705,Student,Beach,Website,Bank Transfer,Sa Pa,2,3847000.0,0.1214657540285356,Completed,6759000.0,4.2,True
B02621,2023-09-18,2023-11-20,C0676,Family,Cultural,Website,Card,Hạ Long,4,2576000.0,0.09614953979751326,Completed,9313000.0,5.0,True
B02622,2023-09-19,2023-11-25,C0908,Corporate,Cultural,Agent,Bank Transfer,TP.HCM,3,2165000.0,0.19678749659637595,Cancelled,0.0,,False
B02623,2023-09-19,2023-12-22,C0909,Corporate,Adventure,Website,Card,Phú Quốc,3,5676000.0,0.06010135345823577,Completed,16005000.0,4.0,False
B02624,2023-09-19,2023-11-04,C0470,Corporate,Adventure,Website,Card,Hạ Long,4,5601000.0,0.10022730652998575,Completed,20159000.0,3.9,True
B02625,2023-09-19,2023-10-28,C0657,Corporate,Beach,Website,Card,Phú Quốc,2,4097000.0,0.05435764843256335,Completed,7749000.0,4.1,True
B02626,2023-09-19,2023-12-13,C0648,Young Professional,Adventure,Mobile App,Cash,Sa Pa,1,5249000.0,0.16629592935294302,Cancelled,0.0,,True
B02627,2023-09-19,2023-10-14,C0910,Student,Foodie,Website,Bank Transfer,Huế,2,2511000.0,0.11964739184772398,Completed,4421000.0,4.1,False
B02628,2023-09-20,2023-09-28,C0577,Family,Beach,Agent,Card,Hội An,3,3937000.0,0.04832357387391062,Completed,11240000.0,4.1,True
B02629,2023-09-20,2023-10-08,C0639,Young Professional,Family,Mobile App,Card,Phú Quốc,1,3368000.0,0.13945155365540376,Cancelled,0.0,,True
B02630,2023-09-20,2023-11-27,C0379,Young Professional,Cultural,Website,E-wallet,Hội An,2,2709000.0,0.14812710423749637,Completed,4615000.0,3.9,True
B02631,2023-09-21,2023-11-11,C0562,Student,Beach,Mobile App,Cash,Sa Pa,3,3736000.0,0.09230272056221787,Completed,10173000.0,4.0,True
B02632,2023-09-21,2023-11-24,C0635,Family,Beach,Website,Card,Huế,1,3586000.0,0.11093433380545119,Completed,3188000.0,4.0,True
B02633,2023-09-22,2023-11-12,C0820,Family,Foodie,Agent,E-wallet,TP.HCM,1,2385000.0,0.07078583343556306,Completed,2216000.0,4.7,True
B02634,2023-09-22,2023-10-30,C0911,Student,Adventure,Mobile App,Cash,Unknown,1,3455000.0,0.1314215441904587,Completed,3001000.0,3.9,False
B02635,2023-09-23,2023-11-11,C0486,Student,Beach,Agent,E-wallet,Đà Nẵng,1,3963000.0,0.1160272099114109,Completed,3503000.0,4.4,True
B02636,2023-09-23,2023-10-07,C0206,Family,Adventure,Mobile App,Bank Transfer,Đà Lạt,1,4406000.0,0.11938429646372369,Cancelled,0.0,,True
B02637,2023-09-23,2023-11-06,C0806,Family,Beach,Website,Bank Transfer,Huế,1,3337000.0,0.0753157291869664,Completed,3086000.0,4.2,True
B02638,2023-09-23,2023-12-12,C0912,Young Professional,City Break,Website,Cash,Đà Nẵng,2,2644000.0,0.11990608774105149,Completed,4654000.0,4.8,False
B02639,2023-09-24,2023-11-26,C0536,Family,Foodie,Website,Card,Hội An,1,1931000.0,0.11093057626024336,Completed,1717000.0,3.9,True
B02640,2023-09-25,2023-09-25,C0321,Family,Family,Website,Card,Hà Nội,1,3279000.0,0.019194187450557412,Completed,3216000.0,3.9,True
B02641,2023-09-25,2023-11-12,C0913,Young Professional,Beach,Website,Card,Hội An,1,3950000.0,0.11332408332549344,Cancelled,0.0,,False
B02642,2023-09-28,2023-11-27,C0143,Young Professional,Family,Mobile App,Card,,2,3383000.0,0.08391356740420883,Completed,6198000.0,4.5,True
B02643,2023-09-28,2023-09-30,C0914,Young Professional,Beach,Mobile App,,Phú Quốc,2,3893000.0,0.09172815844802883,Completed,7072000.0,4.0,False
B02644,2023-09-28,2023-11-28,C0915,Family,Beach,Website,Card,Hội An,2,3848000.0,0.06426567498156019,Completed,7201000.0,3.8,False
B02645,2023-09-29,2023-12-01,C0916,Student,Cultural,Agent,Card,Hà Nội,1,2980000.0,0.12272104086222937,Completed,2614000.0,4.3,False
B02646,2023-09-30,2023-11-24,C0917,Young Professional,Cultural,Website,Card,,3,2727000.0,0.11130194392182705,Completed,7270000.0,4.6,False
B02647,2023-09-30,2023-11-19,C0274,Young Professional,Beach,Website,Bank Transfer,TP.HCM,4,3588000.0,0.10728997329014152,Completed,12812000.0,4.5,True
B02648,2023-10-01,2023-12-31,C0005,,Beach,Website,Card,Sa Pa,2,4013000.0,0.15277985394229715,Completed,6800000.0,4.8,True
B02649,2023-10-01,2023-11-19,C0918,Family,Beach,Mobile App,,Phú Quốc,1,4400000.0,0.06811112406640485,Completed,4100000.0,4.0,False
B02650,2023-10-02,2023-12-26,C0680,Corporate,Beach,Website,Card,Phú Quốc,3,4310000.0,0.14378976279727804,canceled,11071000.0,4.3,True
B02651,2023-10-02,2023-11-24,C0919,Young Professional,Beach,Website,Card,Đà Lạt,3,3305000.0,0.14903035501513617,Completed,8437000.0,5.0,False
